id, timestamp, demand, frequency, coal, nuclear, ccgt, wind, pumped, hydro, biomass, oil, solar, ocgt, french_ict, dutch_ict, irish_ict, ew_ict, nemo, other, north_south, scotland_england, ifa2, intelec_ict, nsl
1188118, 2022-09-19 22:20:40,25964,49.988998,982,3934,17122,1406,0,103,2097,0,0,86,0,0,82,0,0,152,1658,-66,-630,-1022,-874
1188119, 2022-09-19 22:25:37,25979,50.063999,980,3936,17172,1441,0,103,2061,0,0,77,0,0,79,0,0,130,1707,-82,-630,-1022,-874
1188120, 2022-09-19 22:30:39,25784,50.049,981,3939,17031,1461,0,103,2006,0,0,79,0,0,54,0,0,130,1682,-89,-630,-1022,-874
1188121, 2022-09-19 22:35:38,25659,49.963001,981,3941,16892,1495,0,103,1998,0,0,87,0,1,29,0,-616,132,1533,-112,-1012,-1022,-1024
1188122, 2022-09-19 22:41:19,25629,50.056999,979,3940,16847,1530,0,103,2009,0,0,92,0,1,0,0,-616,128,1410,-127,-1012,-1022,-1024
1188123, 2022-09-19 22:45:46,25567,50.057999,978,3937,16756,1561,0,103,2010,0,0,93,0,1,0,0,-616,128,1359,-139,-1012,-1022,-1024
1188124, 2022-09-19 22:50:40,25522,50.055,979,3940,16708,1599,0,103,1970,0,0,94,0,1,0,0,-616,128,1227,-164,-1012,-1022,-1024
1188125, 2022-09-19 22:55:39,25428,50.035999,980,3937,16594,1612,0,103,1979,0,0,94,0,1,0,0,-616,128,1214,-134,-1012,-1022,-1024
1188126, 2022-09-19 23:00:39,25354,50.051998,960,3936,16522,1622,0,103,1988,0,0,94,0,1,0,0,-616,128,1154,-132,-1012,-1022,-1024
1188127, 2022-09-19 23:05:38,25198,50.053001,943,3940,16506,1597,0,80,1910,0,0,94,0,0,-52,-22,-644,128,1171,-129,-1028,-1020,-1034
1188128, 2022-09-19 23:10:40,24840,50.053001,930,3937,16320,1598,0,68,1763,0,0,95,0,0,-52,-22,-644,129,1083,-135,-1028,-1020,-1034
1188129, 2022-09-19 23:15:40,24840,50.041,930,3937,16320,1598,0,68,1763,0,0,95,0,0,-52,-22,-644,129,989,-134,-1028,-1020,-1034
1188130, 2022-09-19 23:20:38,24602,49.923,899,3936,16320,1625,0,68,1537,0,0,88,0,0,-52,-22,-644,129,945,-119,-1028,-1020,-1034
1188131, 2022-09-19 23:25:39,24602,49.990002,899,3936,16320,1625,0,68,1537,0,0,88,0,0,-52,-22,-644,129,920,-97,-1028,-1020,-1034
1188132, 2022-09-19 23:30:40,24452,49.990002,895,3930,16320,1610,0,68,1414,0,0,83,0,0,-52,-22,-644,132,937,-84,-1028,-1020,-1034
1188133, 2022-09-19 23:35:38,24175,49.876999,895,3937,16080,1622,0,61,1371,0,0,81,0,0,-52,-22,-644,128,877,-77,-1028,-1020,-1034
1188134, 2022-09-19 23:41:34,24175,49.918999,895,3937,16080,1622,0,61,1371,0,0,81,0,0,-52,-22,-644,128,889,-116,-1028,-1020,-1034
1188135, 2022-09-19 23:45:39,24073,49.962002,850,3934,15963,1659,0,52,1403,0,0,64,0,0,-52,-22,-644,148,749,-135,-1028,-1020,-1034
1188136, 2022-09-19 23:50:40,24078,49.983002,850,3935,15987,1682,0,52,1379,0,0,63,0,0,-52,-22,-644,130,720,-131,-1028,-1020,-1034
1188137, 2022-09-19 23:55:38,24091,50.021999,853,3938,15950,1719,0,52,1386,0,0,62,0,0,-52,-22,-644,131,772,-111,-1028,-1020,-1034
